motion_idx,motion_name,motion_file,completion_rate,episode_length,motion_length,avg_joint_error,avg_pose_error,max_roll,max_pitch,termination_reason,difficulty_score,joint_score,pose_score,stability_score
37,0811_static_013.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0811_static_013.pkl,1.0,3250.0,30.319934844970703,0.22022321820259094,2.6182382106781006,3.1231772899627686,1.5680558681488037,unknown,821.4218642313122,22.022321820259094,261.82382106781006,537.575721343243
38,0807_yanjie_walk_033.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_033.pkl,1.0,3250.0,6.9933295249938965,0.28503596782684326,6.514325141906738,3.0400211811065674,1.558271050453186,unknown,1206.8615866456921,28.503596782684326,651.4325141906738,526.9254756723338
39,0807_yanjie_walk_015.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_015.pkl,1.0,3250.0,11.213859558105469,0.330154150724411,40.493778228759766,3.140777111053467,1.5657336711883545,unknown,4621.719646058962,33.0154150724411,4049.3778228759766,539.326408110544
40,0807_yanjie_walk_042.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_042.pkl,1.0,3250.0,13.653034210205078,0.26008784770965576,21.168033599853516,3.1415858268737793,1.5542232990264893,unknown,2680.9122333825203,26.008784770965576,2116.8033599853516,538.1000886262032
41,0807_yanjie_walk_020.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_020.pkl,1.0,3250.0,8.300130844116211,0.3422423005104065,68.13367462158203,2.9853665828704834,1.5454167127609253,unknown,7366.781213665351,34.22423005104065,6813.367462158203,519.1895214561074
42,0807_yanjie_walk_030.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_030.pkl,1.0,3250.0,24.07330322265625,0.4181690216064453,3.195699453353882,3.135275363922119,1.5679491758346558,unknown,900.3366799568772,41.81690216064453,319.5699453353882,538.9498324608445
43,0811_static_008.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0811_static_008.pkl,1.0,3250.0,18.63602638244629,0.24164514243602753,0.8821460008621216,3.119892120361328,1.5664290189743042,unknown,649.3919597835571,24.164514243602753,88.21460008621216,537.0128454537422
44,0807_yanjie_walk_036.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_036.pkl,1.0,3250.0,15.07419204711914,0.25149112939834595,5.461672306060791,3.1412830352783203,1.5668901205062866,unknown,1110.8332456324092,25.149112939834595,546.1672306060791,539.5169020864956
45,0807_yanjie_walk_019.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_019.pkl,1.0,3250.0,12.221136093139648,0.3730076551437378,77.72618103027344,3.1257824897766113,1.5656520128250122,unknown,8347.517662263977,37.30076551437378,7772.618103027344,537.5987937222593
46,0807_yanjie_walk_001.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_001.pkl,1.0,3250.0,13.890623092651367,0.2286061942577362,6.697051048278809,3.0952324867248535,1.5692522525787354,unknown,1227.076302584206,22.86061942577362,669.7051048278809,534.5105783305514
